Product Name,Product Price,Warranty Period(Months),Processor Type,Screen Size(inch),Operating System,product type,Color,Storage Capacity,RAM(GB),Network and Communication,Touch Display,Display Resolution,Battery Type
Lenovo IdeaPad Slim 3 15IRH8,2099,24.0,Intel Core i5-13420H (13th Gen),15.6,Windows 11 Home,standard,Arctic Grey,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,Integrated 47Wh
Lenovo Legion 7 16IRX9,8999,24.0,Intel Core i9-14900HX (14th Generation),16.0,Windows 11 Home,Gaming,Eclipse Black,1TB SSD M.2,32,"Wi-Fi 6E, 802.11ax 2x2 + Bluetooth 5.3",False,3200x2000,Integrated 99.9Wh
HP 15-fd0018nx,2499,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,standard,Natural Silver,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"3-cell, 41 Wh Li-ion"
Acer Aspire 3 A315-44P-R4GH,1549,24.0,AMD Ryzen 7-5700U,15.6,Dos,standard,Pure Silver,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,50Wh Li-ion battery
Asus Vivobook X1500EA-BQ3643,1399,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,standard,Indie Black,256GB SSD M.2 + 16GB Intel Optane Memory,4,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,Lithium Ion (Li-Ion) 2 Cell
Dell Inspiron 15 3520,2099,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Windows 11 Home,standard,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Dell Inspiron 14 7430 2-in-1,2799,24.0,Intel Core i5-1335U (13th Gen),14.0,Windows 11 Home,2-in-1,Platinum Silver,512GB SSD M.2,8,"Intel Wi-Fi 6E AX211, 2x2, 802.11ax, Bluetooth wireless card",True,1920x1200 Full HD,"4 Cell, integrated 54Wh"
ThinkPad T14 Gen 5 (Intel),2799,36.0,Intel Core Ultra 7-150U,14.0,Windows 11 Professional,Business,Black,512GB SSD M.2,16,"Intel Wi-Fi 6E AX211, 11ax 2x2 + Bluetooth 5.3",False,1920x1200,Integrated 52.5Wh
Acer Aspire 3 A315-58-56K8,1499,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,standard,Pure Silver,256GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,48Wh Li-ion battery
Dell Latitude 3540,1499,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,Business,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3 Cell, Integrated 42Wh"
Asus Vivobook X1605XA-MB101,2499,24.0,AMD Ryzen 9-7940HS,16.0,Dos,standard,Cool Silver,512GB SSD M.2,16,Wi-Fi 5 + Bluetooth 5.1,False,WUXGA 1920x1200 IPS,"3-cell Li-ion, 50WHrs, 3S1P"
Acer Nitro V 15 ANV15-51-76QR,3699,24.0,Intel Core i7-13620H (13th Gen),15.6,Dos,Gaming,Obsidian Black,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,57Wh Li-ion battery
apple MacBook Air M2 (2024),3699,24.0,Apple M2 chip,13.6,macOS Monterey,standard,Midnight,256GB SSD,16,Wi-Fi 6 + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
Asus X415EA-EK616,1449,24.0,Intel Core i5-1135G7 (11th Gen),14.0,Dos,standard,Slate Grey,256GB SSD M.2,4,Wi-Fi + Bluetooth,False,1920x1080,Lithium 2 Cell
HP ProBook 450 15.6 inch G9 Notebook PC,1999,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Business,Silver,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920 x 1080 FHD IPS,"HP Long Life 3-cell, 42 Wh Li-ion"
Acer Nitro 5 AN515-58-937L,4549,24.0,Intel Core i9-12900H (12th Gen),15.6,Dos,Gaming,Obsidian Black,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1080,57Wh Li-ion battery
IdeaPad Gaming 3 15IAH7,3999,24.0,Intel Core i7-12650H (12th Gen),15.6,Dos,Gaming,Onyx Grey,512GB SSD M.2,16,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1080,Lithium Ion (Li-Ion) 3 Cell
MacBook Air M2 15.3,4999,24.0,Apple M2 chip,15.3,macOS Ventura,standard,Starlight,256GB SSD,8,Wi-Fi 6 + Bluetooth 5.3,False,Liquid Retina 2880x1864,Up to 18 hours of typical device usage
E510MA-BR1567,849,24.0,Intel Celeron N4020,15.6,Dos,standard,Dreamy White,256GB SSD M.2,4,Wi-Fi + Bluetooth,False,1366 x 768 HD,Lithium Ion (Li-Ion) 3 Cell
ThinkPad X1 Carbon Gen 11,849,36.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Professional,Business,Deep Black,1TB SSD M.2,32,"Intel Wi-Fi 6E AX211, 11ax 2x2 + Bluetooth 5.3",False,WUXGA 1920x1200 IPS,Integrated 57Wh
Dell Latitude 3440,849,24.0,Intel Core i5-1335U (13th Gen),14.0,Dos,Business,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3 Cell, Integrated 42Wh"
Acer Aspire Lite AL16-51P-598C,1699,24.0,Intel Core i5-1235U (12th Gen),16.0,Dos,standard,Steel Gray,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1200,Integrated 58Wh
Dell G15 5530 Gaming,5399,24.0,Intel Core i7-13650HX (13th Gen),15.6,Dos,Gaming,Dark Shadow Grey,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1080,"6-Cell Battery, 86WH, integrated"
Asus Vivobook X1605VA-FPSK60,2849,24.0,Intel Core i9-13900H (13th Gen),16.0,Dos,standard,Cool Silver,512GB SSD M.2,16,Wi-Fi 5 + Bluetooth 5.1,False,WUXGA 1920x1200 IPS,"3-cell Li-ion, 42WHrs, 3S1P"
HP Victus Gaming 16-r0008nx,4799,24.0,Intel Core i7-13700H (13th Gen),16.1,Dos,Gaming,Mica Silver,1TB SSD M.2,32,WiFi 6E + Bluetooth 5.3,False,1920x1080,"4-cell, 70 Wh Li-ion polymer"
Apple MacBook Pro 14-inch M3 chip,8299,24.0,Apple M3 chip,14.2,macOS Sonoma,standard,Space Gray,512GB SSD,16,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,3024x1964,70-watt-hour lithium-polymer battery
Dell G15 5530 Gaming,3899,24.0,Intel Core i7-13650HX (13th Gen),15.6,Dos,Gaming,Dark Shadow Grey,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1080,"3 Cell, integrated 56Wh"
Asus EXPERTBOOK B1400CBA-EB0355,2299,24.0,Intel Core i7-1255U (12th Gen),14.0,Dos,Business,Star Black,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
Dell Inspiron 15 3520,1899,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Windows 11 Home,standard,Black,256GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Asus Vivobook X1502ZA-EJ1359,2349,24.0,Intel Core i7-12700H (12th Gen),15.6,Dos,standard,Quiet Blue,512GB SSD M.2,16,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,"3 Cell, Integrated 42Wh"
Apple MacBook Pro M3,7199,24.0,Apple M3 chip,14.2,macOS Sonoma,standard,Space Gray,512GB SSD,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,3024x1964,70-watt-hour lithium-polymer battery
Apple MacBook Pro 14-Inch M3 Pro,10999,24.0,Apple M3 Pro chip,14.2,macOS Sonoma,standard,Silver,1TB SSD,18,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,4480x2520,72.4-watt-hour lithium-polymer battery
HP 255 G9,1799,24.0,AMD Ryzen 7-5825U,15.6,Dos,Business,Asteroid Silver,256GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
ASUS ROG Strix G15 G513RC-HN148,3699,24.0,AMD Ryzen 7-6800H,15.6,Dos,Gaming,ECLIPSE GRAY,1TB SSD M.2,16,Wi-Fi 6E (802.11ax) (Triple band) 2*2 + Bluetooth 5.3,False,1920x1080,"56WHrs, 4S1P, 4-cell Li-ion"
apple MacBook Air M2,4999,24.0,Apple M2 chip,13.6,macOS Monterey,standard,Starlight,512GB SSD,8,Wi-Fi 6 + Bluetooth 5.0,False,Liquid Retina 2560x1664,Lithium Polymer (Li-Po)
IdeaPad 1 15IAU7,2199,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,standard,Cloud Grey,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"3 Cell, Integrated 42Wh"
Acer Nitro 5 AN515-58-77NB,3799,24.0,Intel Core i7-12650H (12th Gen),15.6,Dos,Gaming,Obsidian Black,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1080,57Wh Li-ion battery
Asus ExpertBook B1 (B1402CVA-I716512B0D - 13th Gen Intel),2499,24.0,Intel Core i7-1355U (13th Gen),14.0,Dos,Business,Star Black,512GB SSD M.2,16,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
Acer Aspire 3 A315-58-58PT,1499,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,standard,Electric Blue,256GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,Lithium Ion (Li-Ion)
HP 250 G10,1849,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,standard,Turbo silver with Aluminum Top Cover,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"HP Long Life 3-cell, 41 Wh Li-ion"
IdeaPad Slim 3 16IAH8,1749,24.0,Intel Core i5-12450H (12th Gen),16.0,Dos,standard,Arctic Grey,512GB SSD M.2,8,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,WUXGA 1920x1200 IPS,Integrated 47Wh
Asus Vivobook X1500EA-EJ3652,1599,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,standard,Transparent Silver,512GB SSD M.2,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,Lithium Ion (Li-Ion) 2 Cell
ASUS ROG Strix G15 G513RC-HN092,3699,24.0,AMD Ryzen 7-6800H,15.6,Dos,Gaming,ECLIPSE GRAY,512GB SSD M.2,16,Wi-Fi 6E (802.11ax) (Triple band) 2*2 + Bluetooth 5.3,False,1920x1080,"56WHrs, 4S1P, 4-cell Li-ion"
Yoga 9 14IAP7,5499,24.0,Intel Core i7-1260P (12th Gen),14.0,Windows 11 Home,2-in-1,Oatmeal,1TB SSD M.2,16,"Wi-Fi 6E, 11ax 2x2 + Bluetooth 5.1",True,3840 x 2400 WQUXGA,"4 Cell, Integrated 70Wh"
ThinkBook 14 G4 IAP,5499,36.0,Intel Core i5-1235U (12th Gen),14.0,Windows 11 Professional,Business,Mineral Grey,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,Lithium 3 Cell
Microsoft Surface Pro 9,3499,24.0,Intel Core i5-1245U (12th Gen) Evo Platform,13.0,Windows 11 Home,2-in-1,Green,256GB SSD M.2,8,WiFi 6E (802.11ax) and Bluetooth 5.1,True,2880X1920 (267 PPI),Up to 15.5 hours of typical device usage
Lenovo IdeaPad Flex 5 14IRU8,2699,24.0,Intel Core i5-1335U (13th Gen),14.0,Windows 11 Home,2-in-1,Arctic Grey,512GB SSD M.2,8,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",True,1920x1200,Integrated 52.5Wh
Huawei Matebook B3-420,1999,24.0,Intel Core i5-1135G7 (11th Gen),14.0,Windows 10 Professional,Business,Space Gray,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.1,False,1920 x 1080 FHD IPS,Lithium Polymer (Li-Po)
Asus Vivobook X1502ZA-EJ1038,1599,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,Icelight Silver,512GB SSD M.2,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,Lithium Ion (Li-Ion) 3 Cell
ThinkPad T14s Gen 4 (Intel),1599,36.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Professional,Business,Deep Black,512GB SSD M.2,16,"Intel Wi-Fi 6E AX211, 11ax 2x2 + Bluetooth 5.3",False,1920x1200,Integrated 57Wh
Asus Vivobook S15 S5507QA-MA001W,4699,24.0,Snapdragon X Elite X1E 78 100,15.6,Windows 11 Home,standard,Cool Silver,1TB SSD M.2,32,Wi-Fi 7 + Bluetooth 5.4,False,2880x1620,"3-cell Li-ion, 50WHrs, 3S1P"
ThinkPad X1 Carbon Gen 11,4699,36.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Professional,Business,Deep Black,1TB SSD M.2,16,"Intel Wi-Fi 6E AX211, 11ax 2x2 + Bluetooth 5.3",False,WUXGA 1920x1200 IPS,Integrated 57Wh
Asus TUF Gaming FX507ZC4-HN007,3799,24.0,Intel Core i7-12700H (12th Gen),15.6,Dos,Gaming,Mecha Gray,1TB SSD M.2,16,Wi-Fi 6 (802.11ax)+Bluetooth 5.2 (Dual band) 2*2,False,1920x1080,"56WHrs, 4S1P, 4-cell Li-ion"
Dell Vostro 15 3520,2649,24.0,Intel Core i7-1255U (12th Gen),15.6,Windows 11 Home,Business,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"4 Cell, integrated 54Wh"
apple MacBook Air M2,5299,24.0,Apple M2 chip,13.6,macOS Monterey,standard,Silver,512GB SSD,8,Wi-Fi 6 + Bluetooth 5.0,False,Liquid Retina 2560x1664,Lithium Polymer (Li-Po)
Acer Nitro V 15 ANV15-51-59U0,2999,24.0,Intel Core i5-13420H (13th Gen),15.6,Dos,Gaming,Obsidian Black,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,57Wh Li-ion battery
Apple MacBook Air M3,5699,24.0,Apple M3 chip,13.6,macOS Sonoma,standard,Space Gray,512GB SSD,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
Lenovo IdeaPad 1 15IAU7,1749,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,ABYSS Blue,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"3 Cell, Integrated 42Wh"
Huawei Matebook B3-420,1849,24.0,Intel Core i5-1135G7 (11th Gen),14.0,Windows 10 Professional,Business,Space Gray,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.1,False,1920 x 1080 FHD IPS,Lithium Polymer (Li-Po)
Lenovo Legion Pro 5 16IRX9,6999,24.0,Intel Core i9-14900HX (14th Generation),16.0,Dos,Gaming,Luna Grey,1TB SSD M.2,32,WiFi 6E + Bluetooth 5.2,False,2560x1600 WQXGA,Integrated 80Wh
Asus ExpertBook B1 (B1502CBA-NJ2034 - 12th Gen Intel),1899,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Business,Star Black,512GB SSD M.2,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
IdeaPad Slim 3 15IRH8,2399,24.0,Intel Core i7-13620H (13th Gen),15.6,Dos,standard,Arctic Grey,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,Integrated 47Wh
Microsoft Surface Pro 9,3699,24.0,Intel Core i5-1245U (12th Gen) Evo Platform,13.0,Windows 11 Home,2-in-1,Graphite,256GB SSD M.2,8,WiFi 6E (802.11ax) and Bluetooth 5.1,True,2880X1920 (267 PPI),Up to 15.5 hours of typical device usage
Lenovo ThinkPad E16 Gen 2 Intel,3699,24.0,Intel Core Ultra 5-125U,16.0,Dos,Business,Black,512GB SSD M.2,8,"Wi-Fi 6E, 802.11ax 2x2 + Bluetooth 5.3",False,WUXGA 1920x1200 IPS,Integrated 47Wh
Acer Nitro 5 AN517-41-R73F,3999,24.0,AMD Ryzen 7-5800H,17.3,Windows 11 Home,Gaming,Shale Black,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,2560 x1440 QHD,57Wh Li-ion battery
Asus ROG Strix G614JU-N3111,5299,24.0,Intel Core i7-13650HX (13th Gen),16.0,Dos,Gaming,Eclipse Gray,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.2,False,1920x1200,"90WHrs, 4S1P, 4-cell Li-ion"
Yoga Slim 6 14IRH8,3899,24.0,Intel Core i7-13700H (13th Gen),14.0,Windows 11 Home,standard,Storm Grey,1TB SSD M.2,16,WiFi 6E + Bluetooth 5.3,False,1920x1200,Integrated 65Wh
HP EliteBook 645 14 inch G9 Notebook PC,3899,36.0,AMD Ryzen 5-5625U,14.0,Windows 11 Professional,Business,Silver,256GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"HP Long Life 3-cell, 42 Wh Li-ion"
Asus Vivobook X1500EP-EJ720,2199,24.0,Intel Core i7-1165G7 (11th Gen),15.6,Dos,standard,Transparent Silver,512GB SSD M.2 + 32GB Intel Optane Memory,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,Lithium Ion (Li-Ion) 2 Cell
Dell Latitude 3550,2199,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Business,Black,512GB SSD M.2,8,Intel Wi-Fi 6E + Bluetooth Wireless Card,False,1920x1080,"3 Cell, Integrated 42Wh"
Asus Vivobook X1605PA-MB037,1549,24.0,Intel Core i5-11300H (11th Gen),16.0,Dos,standard,Indie Black,512GB SSD M.2,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 4.1,False,WUXGA 1920x1200 IPS,Lithium Ion (Li-Ion) 3 Cell
ThinkPad E14 Gen 5 (Intel),1549,24.0,Intel Core i7-1355U (13th Gen),14.0,Dos,Business,Graphite Black,512GB SSD,8,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1200,Integrated 57Wh
HP 255 G9,1399,24.0,AMD Ryzen 5-5625U,15.6,Dos,Business,Asteroid Silver,256GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Asus TUF Gaming FX707VV-HX183,4899,24.0,Intel Core i7-13620H (13th Gen),17.3,Dos,Gaming,Mecha Gray,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"90WHrs, 4S1P, 4-cell Li-ion"
Acer Aspire 3 A315-510P-3732,1099,24.0,Intel Core i3-N305,15.6,Dos,standard,Pure Silver,256GB SSD M.2,4,Wi-Fi + Bluetooth,False,1920x1080,50Wh Li-ion battery
Microsoft Surface Laptop 4 (13-Inch),2999,24.0,AMD Ryzen 5-4680U,13.5,Windows 10 Home,Business,Platinum,256GB SSD,8,Wi-Fi 6 + Bluetooth 5.0,True,2256 x 1504 PPI,Up to 19 hours of typical device usage
Asus Vivobook X1502ZA-EJ1181,1699,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,standard,Quiet Blue,512GB SSD M.2,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,Lithium Ion (Li-Ion) 3 Cell
Dell Latitude 3540,1699,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,Business,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3 Cell, Integrated 42Wh"
Acer Aspire 3 A315-58G-55XH,2049,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,standard,Pure Silver,1TB HDD,8,Not Available,False,1920x1080,Lithium Ion (Li-Ion)
Acer Nitro V 15 ANV15-41-R80C,2699,24.0,AMD Ryzen 5-7535HS,15.6,Dos,Gaming,Obsidian Black,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,57Wh Li-ion battery
Asus Vivobook X1502ZA-EJ1359,2299,24.0,Intel Core i7-12700H (12th Gen),15.6,Dos,standard,Quiet Blue,512GB SSD M.2,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,"3 Cell, Integrated 42Wh"
HP 15-fd0020nx,1849,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,standard,Natural Silver,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"3-cell, 41 Wh Li-ion"
Lenovo Legion 5 16IRX9,6499,24.0,Intel Core i9-14900HX (14th Generation),16.0,Dos,Gaming,Luna Grey,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,16,WiFi 6E + Bluetooth 5.2,False,2560x1600 WQXGA,Integrated 80Wh
Asus Vivobook X1605ZA-MB305,1849,24.0,Intel Core i5-1235U (12th Gen),16.0,Dos,standard,Indie Black,512GB SSD M.2,8,Wi-Fi 6 (802.11ax)+Bluetooth 5.0 (Dual band) 2*2,False,WUXGA 1920x1200 IPS,Lithium Ion (Li-Ion) 3 Cell
Asus TUF Gaming FX507ZU4-LP040,4199,24.0,Intel Core i7-12700H (12th Gen),15.6,Dos,Gaming,Mecha Gray,512GB SSD M.2,16,Wi-Fi 6 (802.11ax)+Bluetooth 5.2 (Dual band) 2*2,False,1920x1080,"90WHrs, 4S1P, 4-cell Li-ion"
ThinkPad E14 Gen 4,4199,24.0,Intel Core i5-1235U (12th Gen),14.0,Dos,Business,Black,256GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.1,False,1920 x 1080 FHD IPS,Lithium 3 Cell
Dell Latitude 3550,4199,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Business,Black,512GB SSD M.2,8,Intel Wi-Fi 6E + Bluetooth Wireless Card,False,1920x1080,"3 Cell, Integrated 42Wh"
Dell Vostro 15 3520,1349,24.0,Intel Core i3-1215U (12th Gen),15.6,Dos,standard,Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
apple MacBook Air M2,5299,24.0,Apple M2 chip,13.6,macOS Monterey,standard,Space Gray,512GB SSD,8,Wi-Fi 6 + Bluetooth 5.0,False,Liquid Retina 2560x1664,Lithium Polymer (Li-Po)
ThinkPad T14 Gen 4 (Intel),5299,36.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Professional,Business,Thunder Black,512GB SSD M.2,16,"Intel Wi-Fi 6E AX211, 11ax 2x2 + Bluetooth 5.3",False,1920x1200,Integrated 52.5Wh
Asus Vivobook X1504VA-NJ108,2299,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,standard,Cool Silver,512GB SSD M.2,16,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
Apple MacBook Pro M3,8099,24.0,Apple M3 chip,14.2,macOS Sonoma,standard,Space Gray,1TB SSD,8,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,3024x1964,70-watt-hour lithium-polymer battery
Legion Pro 5 16IRX8,6999,24.0,Intel Core i9-13900HX (13th Gen),16.0,Dos,Gaming,Onyx Grey,1TB SSD M.2,32,"Wi-Fi 6E, 11ax 2x2 + Bluetooth 5.2",False,2560x1600 WQXGA,Integrated 80Wh
Asus Vivobook X1504VA-NJ089,1699,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,standard,Quiet Blue,512GB SSD M.2,8,Wi-Fi 5 + Bluetooth 5.1,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
apple MacBook Air M2 (2024),1699,24.0,Apple M2 chip,13.6,macOS Monterey,standard,Silver,256GB SSD,16,Wi-Fi 6 + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
HP ProBook 450 15.6 inch G10 Notebook PC,1699,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,Business,Silver,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.3,False,1920 x 1080 FHD IPS,"HP Long Life 3-cell, 42 Wh Li-ion"
Microsoft Surface Pro 9,3699,24.0,Intel Core i5-1245U (12th Gen) Evo Platform,13.0,Windows 11 Home,2-in-1,Sapphire,256GB SSD M.2,8,WiFi 6E (802.11ax) and Bluetooth 5.1,True,2880X1920 (267 PPI),Up to 15.5 hours of typical device usage
Asus EXPERTBOOK B1500CBA-EJ0094,2349,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Business,Star Black,1TB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
HP 250 G10,2549,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,standard,Turbo silver with Aluminum Top Cover,512GB SSD M.2,16,Wi-Fi 6 + Bluetooth 5.3,False,1920x1080,"HP Long Life 3-cell, 41 Wh Li-ion"
IdeaPad 3 15IAU7,2099,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,standard,Arctic Grey,256GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.1,False,1920x1080,Integrated 45Wh
Asus ExpertBook B1402CBA-NK2746,2199,24.0,Intel Core i5-1235U (12th Gen),14.0,Dos,Business,Star Black,512GB SSD M.2,8,Wi-Fi 6 + Bluetooth 5.2,False,1920x1080,"3-cell Li-ion, 42WHrs, 3S1P"
ThinkPad E15 Gen 4 (AMD),2199,24.0,AMD Ryzen 7-5825U,15.6,Windows 11 Professional,Business,Black,512GB SSD M.2,8,"Wi-Fi 6 11ax, 2x2 + Bluetooth 5.1",False,1920x1080,57Wh Li-ion battery
apple MacBook Air M2,3999,24.0,Apple M2 chip,13.6,macOS Monterey,standard,Midnight,256GB SSD,8,Wi-Fi 6 + Bluetooth 5.0,False,Liquid Retina 2560x1664,Lithium Polymer (Li-Po)
HP 255 G9,1599,24.0,AMD Ryzen 5-5625U,15.6,Dos,Business,Asteroid Silver,512GB SSD M.2,16,Wi-Fi + Bluetooth,False,1920x1080,"3-cell, 41 Wh Li-ion"
Apple MacBook Air M3,6799,24.0,Apple M3 chip,13.6,macOS Sonoma,standard,Silver,512GB SSD,16,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
Apple MacBook Air M3,6799,24.0,Apple M3 chip,13.6,macOS Sonoma,standard,Midnight,512GB SSD,16,Wi-Fi 6E (802.11ax) + Bluetooth 5.3,False,Liquid Retina 2560x1664,52.6-watt‑hour lithium‑polymer battery
Vostro 3530,2399,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Business,Carbon Black,512GB SSD M.2,8,Wi-Fi + Bluetooth,False,1920x1080,"4 Cell, integrated 54Wh"
Asus Vivobook X1500EP-EJ648,1649,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,standard,Transparent Silver,512GB SSD M.2 + 32GB Intel Optane Memory,8,Wi-Fi 5 (802.11ac) (Dual band) 1*1 + Bluetooth 5.1,False,1920x1080,Lithium Ion (Li-Ion) 2 Cell
Dell G15 5530 Gaming,7399,24.0,Intel Core i9-13900HX (13th Gen),15.6,Dos,Gaming,Dark Shadow Grey,2x 1TB SSD M.2,32,"Intel Wi-Fi 6 AX211, 2x2, 802.11ax, Bluetooth wireless card",False,1920x1080,"6-Cell Battery, 86WH, integrated"
